"","Tcm_ctr1","Tcm_ctr2","Tcm_ctr3","Tem_ctr2","Tem_ctr3","Tcm_irr1","Tcm_irr2","Tcm_irr3","Tem_irr2","Tem_irr3"
"Rpa2",2443,5455,5959,9966,10497,5268,3766,6853,8541,11111
"Arid1a",7372,11468,5289,5316,4581,6026,7257,8790,5211,5107
"Runx3",3659,7837,6198,8966,9419,4443,5032,6642,5749,7282
"Rhd",1428,3982,1867,1751,1174,55,14,9,15,5
"E2f2",1154,2130,1226,703,1193,281,181,197,182,392
"Rpl11",13492,21973,12883,10079,9261,11294,12502,18236,16007,15855
"Fuca1",6523,6799,9470,4445,5156,8627,7287,5996,11003,10293
"Kdm1a",2291,5051,713,660,822,587,3099,4186,426,628
"Eif4g3",2898,6535,3957,4134,3504,7131,5431,5164,3104,3457
"Usp48",3643,11271,7588,12540,13100,7908,8996,9022,8073,9123
"Ece1",3800,2273,2888,1161,1876,3615,4113,2163,1174,1658
"Capzb",30971,35673,38105,39242,41744,39102,34875,32616,49820,48390
"Padi4",1064,471,332,94,0,390,708,221,32,149
"Fbxo42",2472,3177,3079,3694,3171,3213,2600,1877,2296,3298
"Tmem51",2576,1307,2642,750,1603,4429,3349,1413,3002,1158
"Tnfrsf1b",13385,8909,12850,14490,16159,15077,13291,10954,11926,16322
"Pik3cd",17944,25065,24698,31458,31405,25964,24395,24657,16999,35416
"Ube4b",2696,2863,2040,2172,3219,1804,1827,2602,1229,2011
"Pgd",3978,4416,4059,2931,3298,5553,5300,3178,4164,3668
"Errfi1",1016,1312,1295,1984,2899,1778,1336,1800,1784,2971
"Kcnab2",2715,4359,2975,4811,6051,3672,4290,4813,2324,4329
"Icmt",2314,2081,2347,2309,2218,2447,1629,1153,1594,2575
"Tnfrsf14",304,148,278,227,193,255,243,396,253,84
"Ssu72",5321,6320,7199,5904,7142,7222,6528,7680,9384,9136
"Nadk",10860,11244,13157,13486,13089,11110,9934,6745,9970,9704
"Tmem68",2436,2239,1516,3053,2983,2373,2133,2310,3404,3171
"Tgs1",3967,2795,3111,2276,2520,3104,3681,2548,3524,3300
"Lyn",18926,13018,19220,4312,6578,13587,11821,5353,8900,3058
"Rps20",23101,21397,13449,9257,7753,14140,19903,24967,14847,17574
"Chchd7",823,1034,1289,1086,1127,843,1159,1166,1272,1189
"Penk",281,12,43,0,48,60,18,91,54,167
"Ubxn2b",928,1795,1488,3049,2881,1802,1522,1227,1710,1868
"Sdcbp",29704,31531,29069,33776,40014,55135,49482,29985,60193,37884
"Rab2a",10063,10007,10333,13736,14909,12317,11915,12343,15144,14380
"Plekhf2",6468,4370,3900,4382,4106,3138,3182,2212,4286,3711
"Ndufaf6",467,632,593,492,439,513,516,547,536,699
"Trp53inp1",6463,6108,4463,7220,6289,21726,19114,22178,18179,23187
"Ints8",5459,3655,4096,4167,3865,2314,2842,2363,3182,3630
"Gem",815,990,949,1288,2170,1387,842,1653,1734,1821
"Pdp1",586,1360,1030,1952,1472,808,997,1478,1370,1480
"Rbm12b1",337,570,417,531,519,319,292,312,457,421
"Rbm12b2",1039,766,538,645,1001,464,559,697,573,577
"Tmem64",1448,2727,856,493,322,378,981,957,194,426
"Decr1",657,989,1028,1050,318,690,595,446,708,580
"Osgin2",945,1283,907,1411,1138,1356,977,749,1436,1403
"Ripk2",1764,1731,2040,2130,1870,1733,1613,1699,2254,1875
"Pnisr",5959,4877,4692,3914,3294,3458,3572,4292,3559,2624
"Ufl1",2563,2779,2124,3378,3091,2622,2938,3092,3034,3625
"Lyrm2",1302,2122,2438,1776,2057,2524,2147,2402,2869,2535
