"","Tcm_ctr1","Tcm_ctr2","Tcm_ctr3","Tem_ctr2","Tem_ctr3","Tcm_irr1","Tcm_irr2","Tcm_irr3","Tem_irr2","Tem_irr3"
"Stk38",11758,14125,13721,19589,17853,9867,10946,12192,14396,15789
"BC004004",3203,3925,5467,4022,3862,4028,3499,3314,6161,5878
"Mtch1",3124,5623,526,394,286,644,3757,2492,650,326
"Ppil1",2192,3138,4163,3598,4246,2890,2735,3013,3192,4062
"Fgd2",6792,6132,9952,1115,1779,3087,3025,851,1622,682
"Tbc1d22b",951,944,1394,2267,2487,1737,1959,2086,941,1955
"Mir6412",0,2,6,0,0,0,0,0,9,0
"1700097N02Rik",116,101,107,93,149,235,68,199,99,94
"Glo1",2099,3246,3356,4498,4272,2946,2706,2890,4554,4572
"Ubash3a",2321,5935,6838,10052,10092,8190,5974,9156,11717,11340
"Ndufv3",2929,3340,4195,3921,3853,3534,3402,3905,5093,4780
"Wdr4",1522,2374,1851,1505,1418,1345,1710,1573,799,2324
"U2af1",1927,1568,2173,2332,2034,1732,1799,1603,2190,2419
"Rrp1b",880,2043,1745,1622,2476,2982,2630,2342,2207,3567
"Akap8",6786,9408,5495,9363,5817,6663,8046,8124,4531,5824
"Akap8l",6785,6482,7587,6040,5210,4103,4301,4675,4501,4839
"A530088E08Rik",56,101,325,102,222,230,157,148,250,175
"Pglyrp2",1247,3871,2923,3350,3401,3726,3607,4408,3309,4792
"Rasal3",15472,25112,32344,30496,33679,19950,19728,27074,19778,33169
"Cyp4f16",1754,1442,1700,753,858,749,814,749,1065,951
"Zfp799",340,659,696,498,258,996,534,704,612,874
"Zfp870",988,781,948,118,202,236,318,104,569,138
"Zfp952",1274,1468,911,1588,1802,1175,1443,2154,888,2061
"Cyp4f13",1731,1447,2042,1194,1577,1234,1302,1309,1666,2629
"Zfp472",1126,1964,1746,2288,1105,796,1587,1957,1784,2532
"Zfp563",0,297,456,607,494,194,340,315,214,340
"Zfp955a",838,1291,766,2153,2152,726,1439,1037,1596,1440
"Zfp81",391,503,269,625,851,581,643,241,887,873
"Adamts10",3063,4741,3531,4368,3768,2823,2800,3297,1922,2629
"Zfp414",1360,1682,2026,1361,1332,1423,1226,1348,1708,1400
"Hnrnpm",13632,16433,24439,22855,24977,17374,15066,17802,25488,25039
"Pram1",320,215,279,47,130,1044,611,264,181,128
"Myo1f",14540,21383,24018,31207,33687,19755,19736,19504,16813,29543
"Rab11b",8190,12739,12795,10823,10403,8772,9566,9385,12121,11997
"Angptl4",830,1212,1833,2105,2152,1057,2175,1163,1914,816
"Cd320",521,750,1013,724,724,391,500,506,782,984
"Daxx",2441,2792,4157,4335,4007,5173,5687,5199,4537,7053
"Ndufa7",5725,5892,6122,5970,6700,6753,7131,7208,8853,9978
"Zbtb22",756,1042,554,403,379,691,809,484,372,285
"Rgl2",4481,5480,4152,2184,2084,2230,2923,2671,1307,2353
"Tapbp",23082,34005,44665,36434,38938,40197,37199,36298,47208,58217
"Pfdn6",1628,2342,3160,2765,2930,2312,1721,2220,3224,3535
"Rps28",20208,20431,13990,10259,8159,12560,18809,23778,13864,15137
"BC051226",84,101,62,43,94,70,42,93,140,53
"H2-K2",4932,6322,7077,6337,5544,2711,3209,3506,4730,5396
"H2-Ke6",5713,6922,8491,6835,6316,5075,5723,5377,8080,7300
"Rxrb",2460,4258,4404,3731,3526,2629,2728,2829,2203,3015
"Slc39a7",6165,8123,7297,7970,8301,7440,6477,6462,7317,9900
"Ring1",226,795,426,312,407,483,523,619,180,430
"B3galt4",1130,1320,1602,1358,1629,1521,1082,1331,1797,1810
"Rps18",51883,61297,55940,43995,36707,51152,58805,80412,64438,75409
"Vps52",4012,3573,4369,4061,3953,3263,3095,2736,2776,5200
"H2-K1",139290,207910,231974,222151,226672,207827,218463,253459,241726,328875
"Tap1",12608,14941,19491,14329,14333,18221,17427,15959,18975,25241
"H2-DMb1",7779,5595,10778,1404,2374,4321,4292,1825,4576,1161
"H2-Oa",3316,3619,5879,305,523,356,279,432,222,246
"Brd2",8381,8199,6352,7870,9515,8204,8486,7057,5970,6789
"H2-DMb2",12331,16826,33733,1507,1758,553,621,918,345,332
"H2-DMa",11959,15204,25843,2923,3397,4918,5395,3114,5553,2367
"Psmb8",33433,46334,47715,39422,38619,51010,48152,54816,63274,73469
"Psmb9",9731,10850,16827,11588,12960,15360,12516,15894,17418,19449
"H2-Aa",109910,90180,153683,17002,18892,21225,19950,7987,15323,5030
"H2-Eb1",65667,60436,106217,9004,12215,11713,13656,6142,11666,4130
"H2-Ob",19251,18183,28817,1755,1362,718,949,815,741,1049
"H2-Ab1",253098,249628,368216,31340,42205,40072,39735,16708,30583,8702
"Gpsm3",3515,4000,1434,1344,1509,2213,2698,2682,1028,1411
"Btnl6",151,116,108,44,84,512,617,35,438,85
"Pbx2",416,394,118,86,114,114,354,255,148,60
"Egfl8",39,30,85,97,72,6,51,13,35,62
"Ppt2",1354,1480,824,644,824,1808,1896,834,1109,768
"Prrt1",35,60,27,77,89,39,81,71,44,127
"Fkbpl",332,165,349,241,117,172,273,141,387,310
"Atf6b",3030,4013,2729,1947,3180,2272,3220,2544,1623,2681
"Agpat1",2089,1903,2252,1585,1414,2165,1798,2027,1061,1808
"Stk19",787,684,908,569,696,536,701,479,904,1040
"Skiv2l",6419,8186,7113,8336,6446,6124,4921,5085,3988,7240
"Dxo",1329,1623,2690,1855,1643,1140,1334,1464,1909,2152
"Nelfe",1485,1353,2540,1561,1711,1803,1939,1409,2208,2245
"Cfb",1989,1458,1744,971,1514,3407,2941,1220,2774,758
"Neu1",2551,3873,5124,3423,3395,4016,3907,2291,2895,3003
"Lsm2",1209,1251,1387,1577,1359,1168,1308,1505,1826,2027
"Hspa1b",1357,1279,966,1711,778,567,208,1298,199,1225
"Ehmt2",3982,4287,3430,3555,3342,2809,3259,2939,2003,3136
"Hspa1a",883,431,413,553,144,155,21,464,35,421
"Snord52",13,30,21,2,7,15,20,18,13,13
"1110038B12Rik",387,328,296,83,222,172,346,329,385,146
"Ly6g5b",42,116,87,0,250,38,242,313,255,215
"Gpank1",1706,2532,3066,2372,2586,1749,1528,2056,2294,3347
"Csnk2b",3097,3537,4560,3283,3761,3774,4019,4389,4646,5400
"Ddah2",200,108,118,22,54,65,94,56,36,130
"Abhd16a",3210,5570,6018,5607,5205,4363,4664,3585,6573,6358
"Vars",14800,20578,24663,8766,9487,11516,15308,18104,9302,15346
"Clic1",18655,26730,28104,26102,31033,26615,24723,25823,38305,43872
"Lta",952,1051,1749,726,352,1424,1452,1364,2166,2726
"Nfkbil1",317,491,702,502,625,503,416,339,417,682
"Bag6",1067,2399,1038,956,635,1151,1477,1692,1113,613
"Ddx39b",5051,6460,5894,4822,5463,5882,6218,8091,4834,6977
"Lst1",3128,1059,2758,652,1091,3104,3316,1083,2660,877
"Prrc2a",1209,2195,523,409,402,791,850,1735,251,217
"Tnf",160,922,725,648,748,881,997,1018,968,1223
"Aif1",6607,2777,5058,2197,3817,9312,8832,2646,8185,2609
"Ltb",21113,46880,49983,23575,19745,22595,22191,27383,29758,37222
"Mir6973a",101,77,116,36,45,50,30,65,45,60
"Atp6v1g2",495,93,100,104,0,2,77,135,126,282
"H2-Q4",423,738,1496,816,793,796,599,1052,846,1168
"H2-Q2",114,84,233,92,112,111,62,68,103,123
"H2-Q1",190,347,770,390,514,404,217,370,485,647
"H2-D1",81096,105174,145201,155795,167848,130654,117168,127624,149748,217061
"Tcf19",690,1391,1117,1355,1339,757,668,781,916,1232
"H2-Q10",1975,4271,5677,9951,9841,7428,6609,7831,7919,9960
"H2-Q5",2191,3145,4407,3640,3279,2674,3129,3293,4013,4618
"Gtf2h4",1103,1358,1118,707,817,917,882,1110,904,1395
"Vars2",1265,1581,1147,648,776,1046,1007,1072,497,514
"Ppp1r18",7996,12521,10037,10816,12095,9070,9998,10237,8314,12702
"Atat1",332,637,428,384,142,189,251,270,222,173
"Flot1",2118,3499,3984,3897,4243,3428,4548,4408,5590,5888
"Tubb5",14265,14715,10643,10141,8869,10208,13851,18264,9520,11726
"2310061I04Rik",1104,1505,1313,1126,1016,1130,1106,1372,1556,1498
"Dhx16",3680,4658,4314,4630,5297,3207,3473,3322,2852,3858
"Ier3",590,1983,1479,3115,2848,1836,2129,1204,2550,2266
"Nrm",1863,4091,5979,3780,4168,1590,1556,1878,2084,2836
"Mdc1",1451,1308,1025,1630,1182,804,831,1069,731,1080
"Prr3",971,1140,1196,1157,1192,947,761,952,745,988
"Mir1894",8,0,20,9,19,1,10,16,0,31
"Gnl1",1958,3679,2277,2253,2076,1935,2287,2898,1627,1776
"Ppp1r10",1418,2698,2391,2257,2727,2334,1620,2372,1425,2209
"H2-T23",18359,29089,40067,30771,31426,41043,34060,37987,52118,61788
"H2-T24",1060,1156,1131,1089,1188,2573,2698,2187,2130,2874
"Abcf1",5274,7661,7210,7408,7959,4718,5628,6742,5599,9216
"H2-T10",1408,2493,2622,1781,1681,1945,1630,1899,1863,3073
"H2-T-ps",646,1945,1953,2336,1852,7039,6210,7020,15131,16331
"Trim39",1218,1475,1866,1946,2070,1233,1398,1627,1459,1806
"Rpp21",2075,3290,4084,2697,2749,2543,2215,2485,4030,3957
"Trim26",5110,8818,9157,8012,9325,7976,9430,8804,9833,11986
"Trim10",776,3601,2246,3962,1602,0,2,2,0,72
"Ppp1r11",3796,4830,5642,4970,4791,4082,3785,4039,6426,6019
"Ubd",942,522,1326,434,1078,514,613,114,638,210
"Olfr98",102,0,166,1,1,1,0,1,2,1
"Olfr99",41,124,136,226,133,145,55,216,214,122
"H2-M3",5761,8625,10677,6129,7804,6751,5458,5514,8685,9459
"H2-M2",957,200,371,425,225,451,273,38,229,100
"Rhag",156,1110,656,1168,498,9,26,12,0,0
"Cenpq",661,1277,1197,1314,1691,994,1017,1280,1354,1629
"Tnfrsf21",3004,1590,3021,872,2053,5476,5714,1435,2818,1332
"Pla2g7",5347,2769,4715,1298,3544,14601,13171,3453,14300,2720
"Enpp5",368,306,256,218,418,748,420,162,648,676
"Enpp4",1700,1810,1686,3328,2510,4043,2969,3162,3930,3492
"Cdc5l",4238,4490,5346,7116,5711,4639,5085,5182,7014,7024
"B230354K17Rik",536,277,299,549,409,457,618,337,162,451
"Aars2",138,1146,934,719,523,1055,1073,675,404,937
"Slc29a1",2993,3248,5332,3438,4399,5167,5187,3038,5523,3130
"Hsp90ab1",67162,95398,89186,87517,82858,80509,70937,88271,68584,98271
"Nfkbie",4391,4099,5778,2820,3229,3383,2430,2316,2765,2939
"Slc35b2",2216,3942,4869,3353,4320,3685,3687,3674,4935,4703
"Mrpl14",1608,1944,1823,1411,1835,1449,1506,1897,1935,2129
"Mrps18a",2338,2357,2755,2549,2445,2430,1936,2329,3026,3743
"Xpo5",1882,2449,2264,2230,2324,1927,1764,2338,1506,2567
"Polh",158,310,803,791,860,446,576,659,300,747
"Polr1c",2172,2768,2444,2391,2456,2316,2031,2874,2559,2684
"Gtpbp2",1809,3201,2018,2068,1576,2768,2756,2508,1720,2033
"Yipf3",2480,4550,6863,4549,5535,5372,4131,5140,5460,6241
"Mad2l1bp",1548,2276,3410,2582,2474,2040,1751,1692,3182,3833
"Abcc10",386,833,469,371,361,605,406,235,305,229
"Dnph1",216,50,50,74,52,24,4,10,58,68
"Klc4",339,1636,1310,1196,1945,990,995,704,365,1727
"Srf",791,2267,544,580,387,806,1582,1745,288,320
"Mrpl2",1431,2425,2736,2086,2113,2231,2107,2037,3158,3209
"Ppp2r5d",3641,3022,3723,3040,3246,2508,2861,2478,4008,4791
"Rrp36",1847,2833,3508,2820,3312,2838,2247,2073,5197,4135
"Mea1",1961,3093,4117,3443,3902,2621,2724,2475,4816,4763
"Rpl7l1",5341,7032,8707,5800,7489,5881,4489,4626,7926,7474
"Cnpy3",4612,4774,5844,2565,3349,3239,3828,2408,3643,3602
"2310039H08Rik",653,980,1114,710,785,1028,972,1018,1278,1004
"Klhdc3",3206,4048,5586,3265,3907,3038,2529,2608,2782,3573
"Pex6",1377,2555,1559,1524,476,2237,1512,1434,768,774
"Tbcc",1458,2248,2507,2137,2836,1169,989,1316,2600,2546
"Ubr2",3941,5132,3185,3705,2166,3409,3845,5523,2741,3986
"Mrps10",1589,1585,1671,1607,1604,1382,1460,1912,2241,2041
"Taf8",2578,2924,3007,3116,3850,2471,2373,2732,5277,3748
"Med20",2500,3630,3332,3182,3409,2832,3054,2588,4451,4732
"Tomm6",1061,1399,1542,1343,1324,1507,1531,1569,1623,1819
"Bysl",2305,2447,2699,4040,3395,2984,3340,3909,3551,5205
"Tfeb",3006,3507,4370,1497,1868,1307,1645,1258,1531,1595
"A530064D06Rik",593,205,293,59,160,2016,2120,448,1426,333
"Treml4",9088,7182,11274,2378,5876,20153,20125,5832,19545,4810
"B430306N03Rik",1202,1219,1897,618,1060,5424,4285,1613,3504,1428
"Trem3",379,202,296,152,112,566,702,164,316,48
"Treml2",1375,2665,3278,360,442,1729,1617,1199,1076,1066
"Unc5cl",774,1371,1350,1947,2663,857,795,1086,1850,1907
"Oard1",2124,3812,3986,4031,3748,3226,2797,3227,4599,4997
"Tspo2",115,657,469,430,163,0,0,0,0,68
"Apobec2",257,313,576,1594,1773,327,211,246,880,1072
"Mocs1",662,1015,1621,1049,1174,981,1135,973,989,1226
"Rab5a",2893,4301,3277,6421,6684,5327,4746,4383,6061,5649
"Zfp119b",566,594,540,421,773,572,383,642,641,907
"Zfp119a",103,675,692,458,400,433,429,315,674,765
"Ebi3",570,310,919,271,317,435,360,241,212,87
"Zfp959",2000,1295,1525,1418,1930,1366,1529,1509,1697,1933
"Ubxn6",1603,2948,3976,4629,3989,2573,2285,2506,2422,3729
"Sh3gl1",6015,9956,12737,12909,13930,8407,7217,8673,11831,14440
"Mpnd",4640,7654,9466,8852,11068,5295,5689,5616,6407,9335
"Dpp9",3366,4098,3998,4641,4344,3817,3491,2923,2994,3979
"Lrg1",1082,343,329,254,292,1822,2090,664,90,394
"Mydgf",1939,2845,3969,2943,3206,2332,2717,2632,3878,3962
"Tnfaip8l1",576,628,746,987,1211,584,471,1059,1271,1495
"Ticam1",564,807,1121,334,902,599,770,748,976,844
"Fem1a",1765,3316,3100,2740,2808,2655,3010,2890,3202,3560
"Uhrf1",2042,1612,1590,807,1124,691,538,952,966,642
"Plin3",2168,1945,4339,3567,3767,3046,2626,2438,3980,4466
"Rpl36",17164,24250,23408,15584,13757,18567,23028,28569,25064,28179
"Safb",4348,8071,7480,8030,5831,3948,4654,5233,4849,7688
"Safb2",3850,5127,4881,3777,2443,2318,3305,2669,2636,3870
"Ndufa11",4451,5072,5696,4880,4989,4762,5304,5243,6536,7931
"Ranbp3",3415,5755,8063,7716,7758,4004,4864,5101,5714,9078
"Vmac",1126,1252,1609,1495,1550,1425,919,1362,2124,2806
"Dus3l",1567,3430,4654,3003,2055,2493,2058,2334,2800,3342
"Gtf2f1",3275,4351,4535,4773,4214,3928,3838,4273,4794,4483
"Clpp",2589,3276,3874,2388,2504,2308,2375,2665,3206,4086
"Alkbh7",991,784,1480,909,1195,610,532,672,1259,1145
"Mllt1",1121,4039,1182,1210,1009,1623,2274,2450,706,692
"Khsrp",1233,2526,289,262,245,495,1367,1903,256,281
"Tnfsf9",241,251,377,381,874,393,263,145,543,732
"Crb3",134,200,156,29,6,75,18,29,151,85
"Dennd1c",4619,6854,8172,7536,6968,6441,5697,6526,7144,8926
"Gm11110",164,327,290,475,459,242,172,286,556,771
"Trip10",384,598,823,1044,1326,430,506,630,682,1003
"Tnfsf14",1032,993,966,1972,2009,740,1009,1243,1156,1831
"C3",4528,2852,2192,838,1308,4189,4340,642,1456,660
"Gpr108",3366,4302,5230,4614,5184,4405,4321,3974,4980,6569
"Vav1",16538,16018,18035,17831,17523,13133,12374,11802,12493,18474
"Pja2",2072,2849,2478,2208,3123,3050,2287,2861,3149,2222
"Vapa",8225,9347,9355,10707,10179,10481,9306,8163,12274,10552
"Ralbp1",3203,4826,4639,5219,5547,3435,4349,4232,4325,4337
"Washc1",225,737,524,523,526,481,534,518,214,517
"Ndufv2",4303,6799,7156,6372,7910,8111,7057,8208,11439,9678
"Ddx11",1036,975,998,1793,1638,1139,1219,1426,933,1803
"Rab12",565,800,176,67,247,384,879,1316,392,174
"Zbtb14",1250,1234,876,1078,1284,1141,1514,1158,1593,1081
"Tgif1",2279,2289,3204,2413,1933,1851,1608,1201,1438,2060
"Myl12a",13740,19740,22318,26678,31217,21413,19484,22060,33788,32942
"Myl12b",31812,40317,44313,42498,47711,36565,32326,36069,50565,54607
"Lpin2",1681,2302,2064,1436,2242,3838,2541,1913,2097,1291
"Ndc80",856,889,969,842,1285,439,271,288,393,274
"Snord92",0,8,1,4,0,4,0,0,0,7
"Wdr43",5646,10404,8585,7377,6839,10127,9231,11190,8406,9825
"Ypel5",5766,5426,5424,5051,6193,7275,5923,3342,6153,5302
"Lbh",3686,3312,1935,1253,1082,1602,1888,2391,1375,1279
"Ehd3",4672,11959,8795,11660,12072,9659,8730,10974,8050,15859
"Memo1",3129,2475,1389,1973,1933,1689,1418,1713,1741,1873
"Spast",1600,1548,1254,2082,2012,1602,1601,1373,1199,1178
"Slc30a6",1149,1253,2519,2150,1837,1999,1278,1603,2431,2775
"Yipf4",3684,5109,4724,6588,5748,4970,4706,4886,6206,6928
"Fam98a",819,1599,1292,1119,1371,1323,1365,846,1031,1246
"Gpatch11",2417,1952,2302,2274,2360,1333,1639,1407,2141,2009
"Eif2ak2",835,942,742,781,854,1985,3101,2922,1949,1916
"Cebpzos",596,466,298,552,596,552,565,602,634,605
"Prkd3",1983,4465,2039,3405,3466,1772,3210,1957,1504,2465
"Ndufaf7",1315,1470,1959,1948,1792,1724,1407,1468,1863,3030
"Cebpz",2720,3155,4567,4945,3898,3354,3336,4538,2703,4921
"Cdc42ep3",3309,4044,5045,9344,9841,3243,3329,3152,5893,6435
"Atl2",1324,1381,1625,1570,1754,1094,1162,1213,1141,1623
"Hnrnpll",1739,1612,1461,3229,3528,2444,2277,1861,3136,3222
"Srsf7",25196,20781,20654,23898,18385,14818,14063,17966,16565,19005
"Dhx57",1659,1833,1886,1585,1833,1669,1442,1604,1195,842
"Gemin6",782,692,928,744,283,653,716,731,814,898
"Thumpd2",614,1108,908,821,1119,604,629,811,724,1380
"Cox7a2l",8919,8694,5568,6082,5661,5522,6257,7153,8066,9193
"Haao",3636,4298,6907,1296,1938,1502,1389,2384,2262,1850
"Zfp36l2",5615,8972,3278,2869,3415,5294,4575,11014,1975,3603
"Lrpprc",3356,4011,3643,4190,3614,3560,3328,3482,2072,3468
"Ppm1b",4740,5273,4348,6148,5828,4551,4553,4225,4020,5371
"Pigf",541,474,466,590,408,616,611,1047,713,789
"Rhoq",1559,1837,509,580,561,777,2330,1627,521,525
"Socs5",810,913,1078,868,472,1336,762,703,526,760
"Mcfd2",3713,3624,4676,3331,3927,5888,5448,2895,5159,4373
"Calm2",22186,24909,27188,38244,39358,26449,23937,24137,37678,37868
"Epcam",406,322,694,40,110,420,167,78,98,146
"Msh6",3317,3871,3305,2369,2916,2377,3198,2728,2015,4403
"Ppp1r21",1704,1659,948,913,612,981,1119,594,1068,614
"Mettl4",460,1115,932,917,885,719,679,937,1310,1074
"Gm20939",358,331,176,492,326,246,162,464,575,642
"Tpgs2",2590,2197,2173,3315,3072,1861,1599,2058,3300,2431
"Ss18",6094,12668,9084,14112,14063,8321,8298,10396,9519,13383
"Rnf125",1615,2381,2444,6353,5127,2618,2498,3305,4040,4496
"Ino80c",2544,2777,2602,2453,3479,2531,2865,2841,2677,2953
"Brd8",4671,5995,7702,5404,5310,3855,3997,3890,3090,6243
"Tcof1",6154,8842,8189,6672,7452,5999,5690,7067,4817,7209
"Cul2",1869,2647,3136,5166,4686,3565,3884,2799,3944,4837
"Arhgap12",2835,1977,2543,2425,2108,2117,2476,1962,2195,2133
"Thoc1",3789,3766,3977,4860,4992,4859,3219,5257,5185,5208
"Rock1",7151,8621,5392,8265,7115,9286,9031,9081,5776,7167
"Npc1",1819,2093,1669,1436,1649,2248,2261,1880,1612,1345
"Impact",2553,1784,1419,1794,1835,2079,3114,3543,2204,1819
"Ttc39c",610,1746,2148,3770,4203,1331,1789,2098,3168,2862
"Trappc8",3527,6533,1673,3598,1734,4195,5736,5447,2183,1453
"Mapre2",5682,8138,7835,11078,12006,8277,8230,5609,7906,7057
"Galnt1",1876,4717,932,1735,1306,1570,3948,3796,1330,1337
"Pik3c3",2675,5747,5407,5010,6848,4997,3834,4543,6471,6649
"Wdr33",4855,6571,6112,8339,8136,5607,5660,5663,6526,9126
"Slc25a46",6756,4989,4956,6688,5878,6059,5012,5561,7335,6198
"Ercc3",1074,1313,1635,1803,1843,951,1569,1117,3034,2312
"Fam13b",2801,3034,2390,3559,4816,2333,3375,2982,2492,2791
"Pfdn1",1208,2038,2031,2030,1958,1974,2120,2573,2787,3144
"Ankhd1",6129,4557,3512,4262,3808,4268,4909,5816,4114,4883
"Ube2d2a",3847,3629,1882,2762,2607,2469,2773,2794,1956,2564
"Diaph1",2247,2205,1845,2420,3251,1817,1789,2027,2884,2098
"Nr3c1",9730,7108,5071,4318,5714,7281,6197,4467,3879,5175
"Rbm27",1981,1930,1589,1374,1985,1561,1801,2266,1329,1386
"Lars",1853,4112,4187,5552,4597,4471,4156,5214,4713,5140
"Pggt1b",612,1200,1014,1221,1065,893,775,972,1194,1708
"Tnfaip8",8852,6448,8505,7642,6089,6893,7079,5801,7673,6596
"Snx2",14558,14521,17633,6449,6703,8737,7255,5185,9210,8637
"Cep120",3613,4611,4688,4789,4459,3201,4766,4948,3493,4125
"Csnk1g3",3947,6244,1032,1193,569,1596,2413,3163,204,472
"Gramd3",11703,19566,19713,24208,22879,19174,17184,21622,21831,27180
"Dctn4",2268,2416,2669,3049,2795,2626,2377,2987,3096,2719
"Ndst1",2860,3016,1624,575,978,1842,2496,1233,612,774
"Slc26a2",899,963,970,1105,1279,881,914,808,795,1039
"Fbxo38",6113,5413,5300,5586,7564,5215,5477,4881,4465,6304
"Fech",7507,12761,9248,10474,7842,2659,2847,3060,2834,3820
"Mppe1",2343,4993,4871,4811,5260,3475,3298,3482,3802,4076
"Cep76",212,765,688,1530,638,160,267,710,475,924
"Fam210a",1145,1445,1246,1469,1666,1770,1797,1410,1282,1306
"Poli",1343,1518,1212,1274,685,1162,1175,1630,1361,1982
"Smad4",1668,1469,959,1466,1720,917,1009,1664,1167,1160
"Me2",8457,12024,11062,14154,13276,12070,10956,10405,14474,15487
"Smad2",2498,4984,3721,4503,3789,3723,4248,3953,3382,4457
"Pias2",2310,2637,2177,2397,1662,1597,1929,2340,1985,2018
"Ier3ip1",5054,4540,3228,4629,5050,4928,4654,4802,5581,5406
"Slc14a1",1078,1601,2479,1134,1080,2191,2082,1373,2514,1724
"Txnl4a",9831,13519,16626,15999,15958,11358,11601,11774,16646,16765
"Nfatc1",11696,17966,17314,17936,17378,12874,11682,12868,10245,16674
"Mbp",7227,8444,8648,12748,13520,7682,8445,8496,6426,11837
"Cndp2",6188,5754,10159,7213,8062,17873,17147,8494,18533,12454
"Cd226",1643,2618,2997,8039,9464,4726,4395,5432,6667,8058
"Map3k8",2774,2611,2969,2589,3089,4064,3955,3529,5158,4663
"Mtpap",3064,2380,1683,3121,2731,2726,2310,2292,2421,3388
"Kif5b",6976,9012,6542,9324,7727,8890,8981,8303,10350,8238
"Epc1",2147,2191,2666,3101,2136,2699,2443,2271,2676,2925
"Rab18",5819,7098,6544,9851,10137,9053,8050,7723,10665,10504
"Wac",4461,8024,3458,5475,4251,4091,5516,7512,3230,4123
"Usp14",4586,4927,4346,5321,5885,5636,4653,5923,6996,5834
"Esco1",7687,6998,5884,8792,8334,6274,5717,6416,8097,9720
"Snrpd1",1998,2133,2293,2188,2258,1819,2366,2466,2558,2649
"Riok3",6926,8534,7414,9228,8287,7126,7802,6820,7671,8167
"Rnf138",4396,6833,5175,8985,6539,8845,9381,11317,10915,9834
"4930426D05Rik",260,207,182,9,0,0,13,0,0,0
"Zfp397",1503,2265,1769,2087,2101,1253,1783,2077,1306,1462
"Zfp24",2225,3451,2131,2831,3841,3566,2135,3189,3174,3109
"Zfp35",2342,2402,2060,2896,2646,1804,1813,2040,1770,2852
"2700062C07Rik",700,791,1238,890,967,1039,865,1104,2304,1185
"Elp2",4264,6853,6822,6983,6945,6652,6593,6527,5915,9211
"Slc39a6",2027,2074,3350,4369,2535,2776,2480,2763,2936,2916
"Polr2d",943,2110,1995,2095,2062,1300,1468,1602,2376,2666
"Ammecr1l",3646,2725,2683,3399,2909,3216,2934,2285,2228,2355
"Sft2d3",865,311,499,525,183,851,477,538,220,125
"Iws1",2275,3148,2887,3739,2510,2272,1886,2404,2747,2867
"Bin1",8096,11278,13857,9232,11195,4233,3969,4850,6116,8171
"Gypc",1464,2951,2991,2401,1706,1324,1118,753,1713,2448
"Wdr36",2526,5198,4621,5013,6180,4731,5436,4876,5927,7039
"Stard4",812,467,451,668,826,482,488,900,527,842
"Epb41l4aos",372,540,376,140,210,183,301,555,186,265
"Srp19",3413,3813,4259,6540,6647,4405,4549,4919,5624,6291
"Apc",1654,3175,1609,1129,1745,2723,2325,2884,694,1317
"Reep5",9568,8042,9966,8462,13068,12235,12391,7707,10857,10505
"Kif20a",475,649,440,281,279,151,213,111,154,402
"Cdc23",2732,3909,3468,4378,3779,2896,3535,2499,2499,5014
"Egr1",4444,1326,1954,714,762,1323,1814,852,532,716
"Kdm3b",2897,5568,2972,2911,3014,3652,3243,2422,899,2008
"Fam53c",2317,2922,3441,3451,4641,3627,2519,2790,1647,2986
"Hspa9",10700,13104,12737,14551,13795,13684,13021,14790,14895,18159
"Etf1",5164,5073,4251,5699,5687,5052,4700,5168,4495,5603
"Matr3",16664,15405,10201,15632,13989,14372,12618,14271,15200,16486
"Mzb1",5354,4146,6231,968,826,1657,1231,1031,868,764
"Paip2",12292,12977,13179,15499,16345,10527,8728,11025,17787,19537
"Dnajc18",867,1569,1179,1145,1417,1177,953,1494,885,1684
"Spata24",66,36,54,59,42,49,113,88,206,97
"Cxxc5",1487,2355,1806,112,53,82,146,30,30,4
"Pura",773,1567,270,238,300,374,852,794,286,253
"Igip",532,75,41,43,32,32,107,134,84,17
"Hbegf",20,95,76,78,0,432,357,128,516,536
"Eif4ebp3",393,526,243,277,138,302,335,577,246,264
"Sra1",3070,3791,5578,4954,5805,4442,3713,4792,5919,7772
"Apbb3",676,1240,1507,828,976,651,746,1189,665,992
"Slc35a4",6876,10837,12728,10570,12212,10344,9166,10143,11770,13794
"Ik",4854,6843,7199,8544,6877,4998,5370,7197,8434,7795
"Zmat2",2455,2843,3758,3661,3641,3396,3054,3698,4414,5166
"Wdr55",1507,1952,2313,1564,2019,1663,1521,2071,2953,2317
"Dnd1",102,26,36,96,0,55,22,19,19,55
"Tmco6",1122,967,1639,848,1124,999,1083,757,1169,1228
"Hars2",1181,3274,2568,3268,2920,2223,1744,2467,2513,3247
"Cd14",1992,1234,3924,1028,1736,3732,2882,1088,2478,688
"Ndufa2",4516,4883,6631,5616,5918,5071,4717,4726,7979,7820
"Hars",2177,4078,5291,4013,4625,3853,3273,4299,4400,5275
"Slc25a2",96,0,11,22,28,0,2,0,14,2
"Taf7",1100,985,1382,1044,1268,1060,1224,1205,1821,1894
"Hdac3",4381,3956,3172,3100,3180,3233,3460,3144,3056,3592
"Fchsd1",166,529,783,604,1013,351,563,359,408,631
"Rnf14",3006,5038,4909,7246,6636,6236,5929,5239,6603,6861
"Gnpda1",3576,4852,6890,4351,6254,8631,7343,5227,7334,6277
"Ndfip1",11598,13596,13134,16030,17447,18205,17728,12875,21916,16717
